"코드
 번호",회사명,주가,시가총액,"총자산
 (억)","매출액
 (억)"
A004200,고려개발,"5,730","1,235","6,114","6,616"
A014100,보령메디앙스,"15,000","1,770",966,"1,239"
A131370,알서포트,"3,040","1,619",576,220
A204630,화이브라더스코리아,"4,040","1,156",606,363
A058610,에스피지,"8,730","1,823","2,648","2,713"
A000850,화천기공,"59,000","1,298","3,720","2,073"
A063170,서울옥션,"10,500","1,776","1,441",523
A061970,엘비세미콘,"3,070","1,344","2,337","1,294"
A005750,대림B&Co,"6,900","1,150","3,069","2,279"
A069510,에스텍,"11,550","1,260","1,885","2,998"
A034300,신세계건설,"31,750","1,270","6,167","12,127"
A002900,동양물산,"1,865","1,220","3,724","3,638"
A026180,현대정보기술,"2,175","1,295","1,692","1,667"
A140670,알에스오토메이션,"26,000","2,367",762,768
A054450,텔레칩스,"12,900","1,371","1,191","1,182"
A017040,광명전기,"2,790","1,209","1,395",911
A204840,지엘팜텍,"5,080","1,611",157,29
A090710,디에스티로봇,"2,795","1,550",811,864
A040160,누리텔레콤,"11,350","1,368","1,444",906
A067310,하나마이크론,"5,450","1,219","4,418","3,395"
A075580,세진중공업,"3,905","1,498","3,424","2,955"
A004310,현대약품,"5,620","1,798","1,563","1,279"
A900180,완리,673,724,"5,194","1,607"
A053980,오상자이엘,"10,600","1,881",773,671
A027710,팜스토리,"1,390","1,228","5,870","8,612"
A042370,비츠로테크,"5,500","1,229","2,159","2,389"
A111820,지와이커머스,"5,020",999,878,347
A078070,유비쿼스홀딩스,"6,590","1,059","1,681","1,177"
A053950,경남제약,"14,650","1,648",517,404
A024950,삼천리자전거,"10,800","1,434","1,781","1,143"
A012320,경동인베스트,"43,250","1,023","5,167","11,696"
A014530,극동유화,"3,430","1,196","2,674","3,717"
A052770,와이디온라인,"3,980","1,014",212,237
A043650,국순당,"6,090","1,088","2,331",660
A228340,동양파일,"4,925",985,"1,601","1,023"
A079950,인베니아,"4,185",971,"1,134","1,734"
A063160,종근당바이오,"23,750","1,242","1,824","1,166"
A071670,에이테크솔루션,"14,450","1,445","1,649","2,093"
A084730,팅크웨어,"11,250","1,173","2,048","1,978"
A142280,녹십자엠에스,"13,900","1,329",605,984
A900040,차이나그레이트,922,1160.49,5475,4968.31
A096240,청담러닝,"16,500","1,161","1,202","1,453"
A059090,미코,"4,255","1,333","1,449","1,768"
A012160,영흥철강,"1,265","1,086","3,046","1,926"
A048870,시너지이노베이션,"2,630","1,453",652,518
A900280,골든센츄리,"3,630","1,695","1,289",-333
A083930,아바코,"7,690","1,230","1,646","1,805"
A021080,에이티넘인베스트,"4,055","1,946",676,122
A088800,에이스테크,"5,950","1,836","4,408","4,159"
A071460,대유위니아,"2,825","1,016","3,534","5,144"
A122350,삼기오토모티브,"3,620","1,116","3,168","3,078"
A009770,삼정펄프,"41,750","1,044","2,068","1,481"
A065130,탑엔지니어링,"6,610","1,056","2,314","1,865"
A173940,에프엔씨엔터,"8,180","1,175","1,003","1,143"
A130580,나이스디앤비,"8,000","1,232",472,406
A030790,동양네트웍스,"2,000","1,837","1,101",897
A049480,오픈베이스,"4,200","1,320","1,119","1,295"
A065150,MP그룹,"1,315","1,063","1,124","1,464"
A004780,대륙제관,"6,850","1,089","1,536","1,948"
A043290,케이맥,"12,800",875,824,"1,219"
A010960,삼호개발,"4,640","1,160","2,543","2,716"
A079970,투비소프트,"9,480","1,725","1,092",372
A224060,코디엠,972,"1,194",618,775
A011150,CJ씨푸드,"2,975","1,069","1,182","1,715"
A023760,한국캐피탈,639,"1,075","14,967",221
A058860,케이티스,"3,315","1,154","2,302","4,407"
A078140,대봉엘에스,"10,850","1,203",768,668
A053690,한미글로벌,"9,970","1,084","1,632","1,908"
A009200,무림페이퍼,"2,645","1,101","16,765","9,956"
A111870,삼본정밀전자,"11,400","1,083",942,475
A002880,대유에이텍,"1,060",974,"8,578","11,312"
A159910,스킨앤스킨,916,750,633,380
A100840,S&TC,"16,700","1,219","3,152","1,841"
A047400,유니온머티리얼,2595,1089.9,1450,1107.44
A187220,디티앤씨,"9,200",907,"1,164",479
A026040,제이에스티나,"5,950",982,"1,165","1,458"
A011090,에넥스,"2,080","1,248","1,760","4,235"
A092600,넥스트칩,"9,440","1,269",611,512
A137400,피엔티,"15,750","1,302","2,254","1,406"
A058730,동아에스텍,"6,970","1,073","2,045","2,232"
A223310,이에스브이,"1,280","1,017",638,190
A008970,동양철관,940,820,"1,432","1,493"
A008260,NI스틸,"3,195",908,"2,388","1,420"
A000890,보해양조,"1,030",995,"2,254",971
A067570,엔브이에이치코리아,"3,150",905,"4,307","5,772"
A001750,한양증권,"7,880","1,003","29,184",789
A032790,엠젠플러스,"9,290","1,354",365,565
A023600,삼보판지,"7,050",987,"4,769","3,766"
A069920,아이에스이커머스,"3,590",916,716,887
A085310,엔케이,"1,480","1,184","2,431","1,239"
A225650,쿠첸,"9,550","1,021",997,"2,480"
A065450,빅텍,"3,815",935,612,418
A149940,모다,"8,700","1,661","3,288","1,224"
A005010,휴스틸,"15,850","1,097","7,078","6,025"
A234920,자이글,"6,480",877,881,908
A007110,일신석재,"1,250",968,806,519
A002230,피에스텍,"5,630","1,107","1,551",700
A086040,바이오톡스텍,"11,550","1,675",485,243
A208640,썸에이지,"4,315","3,280",313,44
A009520,포스코엠텍,"2,720","1,133","1,491","2,578"
A180400,캔서롭,"47,250","2,877",292,49
A091970,나노캠텍,"4,125",825,786,635
A001570,금양,"2,860","1,222","2,055","1,674"
A126600,코프라,"4,925","1,040","1,381","1,369"
A061040,알에프텍,"5,240",998,"2,112","3,033"
A123410,코리아에프티,"3,880","1,080","2,915","3,537"
A040610,SG&G,"3,110","1,060","9,473","12,669"
A002700,신일산업,"1,545","1,098",963,"1,472"
A009300,삼아제약,"18,450","1,175","1,648",618
A000500,가온전선,"24,000",998,"5,867","8,370"
A002820,선창산업,"8,300","1,046","6,170","6,118"
A112240,에스에프씨,"2,425",831,"1,268",443
A037350,성도이엔지,"6,780","1,049","3,219","4,343"
A008600,윌비스,"1,850","1,055","3,158","3,022"
A004080,신흥,"11,300","1,085","1,303","1,219"
A058850,KTcs,"2,330",995,"2,528","9,458"
A065940,바이오빌,"4,050",954,"1,913",403
A060370,KT서브마린,"4,570","1,001","1,512",782
A222080,씨아이에스,"1,855",995,"1,037",472
A049800,우진플라임,"8,590",859,"3,101","2,374"
A105840,우진,"5,110",887,"2,011","1,278"
A088910,동우팜투테이블,"4,225","1,091","1,960","2,393"
A071280,로체시스템즈,"5,570",852,"1,065","3,442"
A047770,코데즈컴바인,"3,250","1,230",321,215
A012790,신일제약,"13,250","1,047","1,017",505
A041920,메디아나,"10,550",913,576,522
A014440,영보화학,"4,970",994,"1,803","1,687"
A038870,에코바이오,"10,950","1,174","1,412",321
A024890,대원화성,"2,890","1,192","1,340","1,215"
A131970,테스나,"13,700",938,841,418
A900100,뉴프라이드,"3,910","2,990",819,497
A083420,KPX그린케미칼,"4,410",882,"1,984","2,547"
A053280,예스24,"5,750",989,"1,856","4,501"
A053620,태양,"12,900","1,109","1,918","1,554"
A007590,동방아그로,"7,140",972,"1,671","1,202"
A095910,에스에너지,"7,440",983,"4,248","2,349"
A161570,미동앤씨네마,"6,950",959,523,307
A036010,아비코전자,"11,550","1,535","1,138",817
A006660,삼성공조,"11,600",943,"2,636",940
A023430,아이이,0,0,501,163
A009320,대우부품,"3,890","1,853",647,585
A036690,코맥스,"7,750","1,107","1,001","1,371"
A002920,유성기업,"3,655",948,"3,551","2,610"
A024800,유성티엔에스,"3,960",900,"3,591","4,377"
A032800,판타지오,"1,180",858,642,177
A006980,우성사료,"3,100",958,"2,550","2,755"
A215200,메가스터디교육,"72,200","1,678","2,731","2,287"
A036710,심텍홀딩스,"2,390",834,"5,246","8,108"
A147760,마이크로프랜드,"9,240","1,000",569,489
A024840,갑을메탈,"2,745",858,"1,993","4,497"
A057540,옴니시스템,"2,635","1,072","1,184","1,004"
A084670,동양고속,"31,800",863,"2,185","1,543"
A079960,동양이엔피,"12,800","1,006","2,795","4,245"
A217600,켐온,"1,650","1,041",429,172
A068290,삼성출판사,"11,500","1,150","1,592","1,729"
A000590,CS홀딩스,"78,500",906,"2,514","1,224"
A011420,갤럭시아에스엠,"2,660",733,534,428
A065350,신성델타테크,"4,985","1,101","3,700","4,571"
A031860,엔에스엔,"2,740",564,410,107
A045970,코아시아홀딩스,"5,230",985,"3,056","4,189"
A001840,이화공영,"4,725",936,850,"2,062"
A012800,대창,"1,190","1,085","5,322","9,346"
A085810,알티캐스트,"5,700","1,210","1,644",683
A002800,신신제약,"11,700","1,775",773,614
A195990,유지인트,"1,420","1,050","1,517",386
A001070,대한방직,"13,850",734,"3,648","2,184"
A099440,스맥,"4,240","1,075","2,068","1,622"
A047080,한빛소프트,"4,960","1,229",407,382
A217820,엔에스,"21,050","1,031",590,387
A001470,삼부토건,"7,900","1,483","5,056","3,386"
A023800,인지컨트롤스,"7,730","1,172","4,692","5,678"
A052860,아이앤씨,"6,470",994,587,440
A047820,초록뱀,"1,655","1,073","1,202",851
A100090,삼강엠앤티,"5,550",935,"4,334","1,155"
A115310,인포바인,"27,500",878,769,228
A092870,엑시콘,"14,100","1,253",979,846
A018680,서울제약,"12,450","1,044",892,450
A014160,대영포장,834,889,"2,104","3,098"
A241790,오션브릿지,"11,650","1,063",526,455
A009780,엠에스씨,"10,400",915,"1,429","1,402"
A030270,에스마크,466,456,"1,219",182
A089230,THE E&M,835,767,687,136
A156100,엘앤케이바이오,"11,800","1,171",947,339
A005980,성지건설,"8,060","1,041","1,177","1,336"
A042040,케이피엠테크,"1,625","1,214","1,294",264
A007540,샘표,"33,650",968,"2,506","2,164"
A048430,유라테크,"8,590",990,"1,305","2,037"
A027040,서울전자통신,"1,460",946,931,969
A035290,더블유에프엠,"6,910","1,532",220,138
A053110,소리바다,"2,180","1,163",540,562
A023450,동남합성,"59,300",780,964,"1,394"
A189300,인텔리안테크,"16,000","1,155",986,771
A004720,우리들제약,"11,200","1,264",672,754
A039830,오로라,"12,350","1,329","2,184","1,468"
A120030,조선선재,"83,100","1,045","1,089",666
A036670,KCI,"8,570",966,621,483
A101000,디엠씨,"3,350","1,211","1,735","1,038"
A068330,일신바이오,"2,600","1,150",380,127
A040300,YTN,"2,115",888,"3,104","1,324"
A073110,엘엠에스,"9,380",834,"2,077","1,530"
A137950,제이씨케미칼,"4,265",825,"1,617","1,713"
A106240,파인테크닉스,"2,785",968,"2,174","2,129"
A143160,아이디스,"7,910",848,"1,687","1,216"
A064520,바른전자,"1,775","1,179","1,107","1,969"
A054210,이랜텍,"4,760",975,"5,207","6,212"
A101160,월덱스,"5,740",948,"1,176",891
A027830,대성창투,"3,110","1,244",487,79
A129260,인터지스,"3,135",933,"5,111","4,900"
A250000,보라티알,"15,550","1,050",623,310
A033180,필룩스,"3,675","1,188","1,886","1,161"
A061250,화일약품,"7,550","1,088","1,243","1,038"
A001290,골든브릿지증권,"1,380",880,"6,733",197
A259630,엠플러스,"22,950","1,173",715,299
A039980,리노스,"2,530",955,"1,046","1,034"
A041520,이라이콤,"7,140",870,"3,120","3,576"
A002210,동성제약,"8,870","2,196","1,268",828
A220100,퓨쳐켐,"31,350","1,763",317,20
A019660,글로본,"2,785",780,272,70
A039340,한국경제TV,"4,310",991,"1,115",657
A033100,제룡전기,"7,210","1,158",596,492
A018470,조일알미늄,"1,210",842,"3,338","3,044"
A083450,GST,"12,250","1,141","1,019","1,677"
A069410,엔텔스,"16,500","1,138",480,514
A119850,지엔씨에너지,"4,550",741,966,"1,038"
A032850,비트컴퓨터,"6,550","1,089",531,297
A003610,방림,19700,833.59,2526,1481.08
A016740,두올,"7,130","1,300","3,345","3,138"
A155660,DSR,"5,830",933,"2,200","2,201"
A058630,엠게임,"5,250","1,026",412,278
A036090,위지트,"1,900","1,382",806,381
A264450,유비쿼스,24100,1234.87,844,482.16
A038460,바이오스마트,"5,370",950,"1,133",795
A068930,디지털대성,"3,950",885,937,924
A005190,동성화학,"18,350",979,"1,871","2,069"
A263720,디앤씨미디어,"13,350","1,608",343,243
A042510,라온시큐어,"4,070","1,295",162,189
A052290,트레이스,2270,1216.44,548,45.27
A101490,에스앤에스텍,"4,950",977,"1,166",539
A043090,팜스웰바이오,"7,020","1,780",240,164
A079190,EMW,"6,050","1,862","1,093",715
A049430,코메론,"9,690",877,"1,428",693
A241690,유니테크노,"16,250","1,938",751,669
A056090,유앤아이,"13,850","1,065",634,124
A005860,한일사료,"2,030",800,"1,614","3,051"
A011320,유니크,"8,460","1,635","1,914","2,448"
A087600,픽셀플러스,"9,990",816,967,579
A080520,오디텍,"8,990","1,056","1,258",510
A123330,제닉,"17,450","1,222",972,700
A046120,오르비텍,"4,030",879,"1,038",444
A003310,대주산업,"2,335",826,771,845
A083660,CSA 코스믹,"3,950",780,337,382
A006570,대림통상,"5,340",813,"2,377","1,933"
A056730,포스링크,"3,195","1,151",642,117
A143540,영우디에스피,"5,340",651,"1,331","2,712"
A018290,지엠피,"5,440","1,168",727,607
A192250,케이사인,"2,640","1,623",753,321
A060310,3S,"2,275",956,501,287
A080220,제주반도체,"5,570","1,429",933,976
A038160,팍스넷,"10,000","1,108",493,190
A065560,녹원씨아이,"10,300","1,090",971,119
A089010,켐트로닉스,"8,360","1,039","2,477","2,816"
A017550,수산중공업,"1,490",804,"1,146",978
A196300,애니젠,"29,600","1,476",256,47
A050890,쏠리드,"5,570","1,941","3,215","2,821"
A065530,전파기지국,"15,400",814,"1,398",850
A033790,스카이문스테크놀로지,"4,500",770,654,124
A208370,셀바스헬스케어,"6,670",877,528,270
A094190,이엘케이,927,612,"1,749","2,586"
A246720,아스타,"27,650","2,600",151,7
A066900,디에이피,"3,290",748,"2,417","2,833"
A038680,에스넷,"6,020",968,"1,311","2,259"
A123700,SJM,"4,885",762,"1,963","1,679"
A175140,인포마크,"22,700",824,552,485
A101390,아이엠,"3,470",783,"1,756","2,373"
A013310,아진산업,"6,090",805,"5,469","4,586"
A147830,제룡산업,"9,200",920,590,343
A215480,토박스코리아,"1,800",653,224,233
A207760,미스터블루,"3,890",940,361,301
A006340,대원전선,"1,165",793,"2,242","4,973"
A140520,대창스틸,"4,385",877,"2,992","4,189"
A043710,서울리거,"4,155",877,389,218
A190510,나무가,"28,300",968,"1,869","2,410"
A177350,베셀,"7,010",785,849,780
A065570,삼영이엔씨,"8,880",781,945,376
A038070,서린바이오,"13,250",908,718,444
A006140,피제이전자,"7,840",784,"1,222","1,039"
A056080,유진로봇,"6,330","2,349",668,640
A053700,삼보모터스,"8,560","1,220","6,884","9,390"
A090730,SIMPAC Metal,"12,850","1,671","2,583","2,058"
A138360,에이씨티,"4,410",806,524,268
A123840,한일진공,"3,200","1,662","1,261",221
A033230,인성정보,"5,450","1,044","1,377","2,610"
A014580,백광소재,"2,730",753,"2,238","2,185"
A108860,셀바스AI,"5,320","1,173",961,432
A054040,한국컴퓨터,"4,175",671,"1,557","2,270"
A200710,에이디테크놀로지,"11,850","1,067",486,298
A170920,엘티씨,"14,650","1,102","1,474",665
A052220,iMBC,"3,590",826,623,613
A106190,하이텍팜,"13,600",964,"1,152",655
A027740,마니커,680,794,"2,508","2,473"
A042110,에스씨디,"1,695",819,"1,232","1,431"
A049470,SGA,"1,105",994,"1,166","1,050"
A041930,동아화성,"5,240",828,"1,988","2,586"
A080010,이상네트웍스,"11,950","1,077",934,512
A094820,일진파워,"5,290",798,"1,066","1,470"
A036810,에프에스티,"5,970","1,162","1,357","1,777"
A025820,이구산업,"2,225",744,"2,882","2,264"
A067900,와이엔텍,"4,770",868,"1,867",746
A014570,고려제약,"8,100",891,654,561
A033540,파라텍,"5,000",842,"1,421","2,988"
A003580,동원,"5,490","1,053",733,185
A160600,에스엔텍,"7,390",858,750,518
A092460,한라IMS,"7,570",806,981,359
A043100,솔고바이오,750,898,682,229
A065950,웰크론,"3,505",893,"2,447","3,586"
A079660,사조해표,"12,050",863,"4,162","6,887"
A004100,태양금속,"1,875",688,"3,721","4,722"
A066910,손오공,"3,960",867,570,"1,030"
A076610,해성옵틱스,"5,080",847,"2,193","3,772"
A047920,씨트리,"7,780",972,414,218
A220260,켐트로스,"4,480","1,056",520,402
A017510,세명전기,"7,710","1,175",768,204
A079650,서산,"4,305",861,848,"1,055"
A000040,KR모터스,590,707,"1,365",426
A008870,금비,"75,500",755,"1,906","1,855"
A074610,나노메딕스,"22,000","4,815",663,454
A142210,유니트론텍,"7,440",739,720,"1,659"
A049630,재영솔루텍,"2,695","1,064","1,554","1,422"
A001080,만호제강,"18,500",768,"2,543","2,158"
A032940,원익,"6,020",761,"1,945",605
A056700,신화인터텍,"2,545",741,"2,074","1,873"
A008250,이건산업,"9,550",895,"4,489","2,903"
A217620,디딤,"2,030",715,600,336
A004270,남성,"2,365",856,"2,128",877
A127710,아시아경제,"3,385",855,897,589
A009070,KCTC,"2,500",750,"3,369","3,594"
A042600,새로닉스,"6,380",793,"1,195","1,205"
A037370,EG,"12,850",964,937,"1,670"
A068940,아이씨케이,"3,065",956,406,259
A010040,한국내화,"3,150",720,"2,263","2,779"
A039010,현대통신,"11,200",966,968,"1,079"
A066670,디스플레이텍,"3,835",717,"1,771",894
A053260,금강철강,"3,780",708,"1,400","1,890"
A079940,가비아,"6,850",927,843,"1,125"
A091590,남화토건,"6,060",711,"1,454",721
A120240,대정화금,"13,750",853,"1,172",663
A214870,에치디프로,"5,080",727,375,323
A114630,우노앤컴퍼니,"5,610",762,812,374
A032960,동일기연,"12,900",793,688,341
A002140,고려산업,"2,835",707,"1,878","1,731"
A126870,뉴로스,"9,950","1,644","1,289",468
A093240,형지엘리트,"5,460","1,041","1,828","1,748"
A094170,동운아나텍,"14,600",955,458,561
A196450,텔루스,"1,050",891,790,223
A096640,멜파스,"4,950","1,052","1,357",605
A033130,디지틀조선,"2,310",857,749,407
A046310,백금T&A,"5,520",790,843,829
A094970,제이엠티,"4,795",803,"1,057","1,268"
A036170,씨티엘,"5,660","1,486",735,167
A138080,오이솔루션,"11,950",925,998,765
A004770,써니전자,"3,005",901,390,201
A024880,케이피에프,"4,855",723,"4,231","3,628"
A045510,정원엔시스,"2,925",942,783,"1,764"
A059210,메타바이오메드,"4,060",888,"1,203",665
A189980,흥국에프엔비,"9,420",692,709,461
A000220,유유제약,"14,150",901,"1,200",814
A024120,KB오토시스,"6,920",796,"1,441","1,648"
A037330,인지디스플레,"1,900",676,"2,632","4,659"
A024910,경창산업,"3,720",653,"6,495","6,045"
A002720,국제약품,"6,200","1,120","1,359","1,221"
A241520,DSC인베스트먼트,"6,140","1,075",196,67
A033200,모아텍,"5,600",803,818,527
A011330,유니켐,"1,360",693,715,609
A014990,인디에프,"1,145",675,"1,386","2,039"
A021040,대호피앤씨,943,689,"1,527","2,026"
A039290,인포뱅크,"10,450",909,712,"1,178"
A099660,한솔신텍,"1,030",659,"2,135","1,641"
A037070,파세코,"5,790",811,"1,020","1,173"
A214680,디알텍,"2,135",882,432,390
A078860,아이오케이,510,678,863,191
A069730,DSR제강,"6,170",888,"1,972","1,835"
A045660,에이텍,"11,600",958,703,"1,338"
A263800,데이타솔루션,"5,760",885,491,618
A012860,서연전자,"2,390",645,"6,153","7,254"
A049120,파인디앤씨,"3,620",804,"1,331","1,739"
A036640,HRS,"4,875",797,"1,037",652
A101240,씨큐브,"8,730",703,637,409
A030350,드래곤플라이,"4,705",699,581,80
A073490,이노와이어리스,"20,600","1,237",810,545
A900070,글로벌에스엠,"1,325",712,"1,398","1,012"
A093520,매커스,"4,450",719,"1,051",853
A046110,한일네트웍스,"9,720","1,162",869,"1,698"
A025550,한국선재,"2,790",684,"1,698","1,721"
A078130,국일제지,"1,040","1,210","1,081",445
A016670,포비스티앤씨,"1,880",753,745,"1,131"
A064480,브리지텍,"6,490",776,529,412
A208140,정다운,"3,910",803,678,806
A184230,SGA솔루션즈,"3,235","1,084",775,601
A036180,영인프런티어,"5,610",987,313,342
A048770,TPC,"7,170",925,952,"1,060"
A081580,성우전자,"4,340",673,"1,531","1,808"
A208710,바이오로그디바이스,"3,085",845,683,754
A023350,한국종합기술,"6,760",740,"2,313","1,962"
A017480,삼현철강,"4,200",660,"1,574","1,671"
A246690,티에스인베스트먼트,"3,705",831,354,39
A025530,SJM홀딩스,"4,655",695,"1,949","1,747"
A088790,진도,"6,000",747,"1,453","1,276"
A214270,퓨쳐스트림네트웍스,"2,050","1,099",314,327
A052300,W홀딩컴퍼니,600,714,"1,161",226
A013810,스페코,"4,190",614,952,806
A045520,크린앤사이언스,"17,950","1,167",608,758
A032750,삼진,"11,000",660,864,"1,094"
A196490,디에이테크놀로지,"13,400",885,969,938
A004090,한국석유,"102,000",668,"2,905","4,270"
A131180,딜리,"2,600",763,622,502
A065170,넥스트BT,"1,910",759,670,795
A039420,케이엘넷,"4,985","1,204",400,382
A001810,무림SP,"2,895",641,"2,877","2,063"
A017000,신원종합개발,"5,840",588,979,"1,854"
A012280,영화금속,"1,550",704,"1,731","1,770"
A136510,쎄미시스코,"14,250",770,454,256
A050120,라이브플렉스,"1,825","1,519","1,064",360
A084650,랩지노믹스,"12,000","1,035",435,244
A054340,피앤텔,"2,365",581,335,219
A093320,케이아이엔엑스,"16,900",825,624,449
A052670,제일바이오,"4,155",623,358,297
A900090,차이나하오란,773,727,"4,036","4,775"
A044960,이-글 벳,"5,400",630,468,344
A138070,신진에스엠,"9,400",843,959,572
A133820,화인베스틸,"2,480",769,"2,159","1,274"
A050960,수산아이앤티,"10,200",689,698,167
A006880,신송홀딩스,"6,160",729,"2,281","2,026"
A054090,삼진엘앤디,"2,990",746,"1,863","2,295"
A149980,하이로닉,"6,030",850,470,171
A101730,조이맥스,"18,300","1,556",848,322
A089850,유비벨록스,"11,350",808,"1,362","1,000"
A133750,메가엠디,"2,735",612,818,731
A050090,휘닉스소재,977,675,451,444
A033830,티비씨,665,665,"1,105",408
A085670,뉴프렉스,"5,240",739,"1,210","1,424"
A053290,NE능률,"4,760",643,718,546
A065710,서호전기,"14,500",747,844,455
A114450,KPX생명과학,"4,760",714,726,426
A043910,자연과환경,"1,740",591,470,105
A043590,크로바하이텍,"5,230",680,639,592
A001020,페이퍼코리아,"1,370",743,"6,376","5,408"
A037440,희림,"4,660",649,"1,412","1,516"
A076080,웰크론한텍,"3,415",661,"1,796","2,349"
A170030,현대공업,"4,120",632,"1,389","1,975"
A222980,한국맥널티,"13,700",682,405,333
A000300,대유플러스,707,623,"9,745","4,628"
A024070,WISCOM,"4,020",604,"1,318","1,169"
A018620,우진비앤지,"4,765",686,605,279
A051490,나라엠앤디,"4,525",643,"1,761","1,353"
A014190,원익큐브,"2,485",880,"1,705","2,424"
A064820,케이프,"3,345",766,"22,315","2,372"
A050540,한국코퍼레이션,"2,345",617,699,"1,378"
A002200,수출포장,"16,300",652,"3,019","2,437"
A001260,남광토건,"6,460",634,"1,636","1,291"
A011500,한농화성,"4,530",708,"1,622","2,336"
A049830,승일,"9,960",611,"1,714","1,382"
A094840,슈프리마에이치큐,"6,620",693,"1,293",292
A008420,문배철강,"2,985",612,"1,582","1,572"
A221980,케이디켐,"15,550",627,739,499
A010100,한국프랜지,"9,900",603,"6,591","10,424"
A035480,마제스타,"1,475",672,764,140
A032540,TJ미디어,"4,820",672,966,877
A008800,행남자기,253,288,587,204
A004830,덕성,"4,435",695,"1,111","1,052"
A046390,삼화네트웍스,"1,855",795,444,219
A014970,삼륭물산,"4,800",726,"1,352",932
A015260,에이엔피,846,700,"1,194","1,023"
A159580,제로투세븐,"5,520",678,"1,172","1,986"
A039310,세중,"3,270",593,"1,362","1,861"
A066130,하츠,"5,320",681,980,"1,021"
A033110,이디,"1,890","1,025",539,105
A237750,피앤씨테크,"9,000",585,639,298
A039790,위노바,780,613,229,192
A054630,에이디칩스,"2,950",728,206,186
A000910,유니온,"4,090",639,"3,247","1,530"
A083500,에프엔에스테크,"7,440",493,688,754
A006920,모헨즈,"6,110",667,738,"1,201"
A019010,그랜드백화점,"12,100",583,"3,956",683
A001000,신라섬유,"3,105",754,323,40
A032680,소프트센,"2,120",653,789,"1,426"
A019540,일지테크,"4,310",582,"3,927","2,842"
A154040,솔루에타,"6,000",662,"1,672","1,644"
A101400,엔시트론,722,586,502,290
A066590,우수AMS,"2,805",693,"1,512","2,354"
A094360,칩스앤미디어,"11,550",856,292,115
A214310,세미콘라이트,"1,305",595,626,546
A047560,이스트소프트,"7,400",733,780,547
A263860,지니언스,"15,900",772,367,152
A208350,지란지교시큐리티,"3,025","1,054",480,224
A096610,알에프세미,"6,400",520,918,634
A080470,성창오토텍,"12,200",891,"1,121","1,509"
A090080,평화산업,"2,420",905,"1,835","3,324"
A009460,한창제지,"1,055",629,"1,509","2,009"
A024830,세원물산,"6,770",565,"2,505",627
A028080,휴맥스홀딩스,"4,710",592,"2,164",-5
A012340,뉴인텍,"1,275",626,457,493
A005360,모나미,"3,180",601,"1,662","1,354"
A121850,코이즈,"4,250",448,518,296
A206400,엔터메이트,"2,700","1,110",141,203
A145210,세화아이엠씨,"3,355",941,"2,964","1,663"
A088390,이녹스,"12,700","1,188","1,408","2,526"
A017250,인터엠,"2,875",605,"1,258",989
A101140,아티스,"2,440",577,141,83
A097870,효성오앤비,"11,100",644,639,344
A131760,파인텍,"6,000",614,"1,879","2,558"
A001560,제일연마,"5,790",579,973,836
A004140,동방,"1,600",520,"5,565","5,189"
A066110,한프,"2,045",663,968,157
A198440,고려시멘트,"1,700",518,"1,108",463
A026940,부국철강,"2,735",547,"1,279","1,459"
A122690,서진오토모티브,"4,715",921,"8,056","13,055"
A056360,코위버,"9,550",936,"1,057",576
A013360,일성건설,"1,150",614,"2,907","3,968"
A010280,쌍용정보통신,"1,255",508,635,"1,933"
A102210,해덕파워웨이,"7,500",763,"2,178",127
A046940,우원개발,"3,875",568,"1,501","1,980"
A014130,한익스프레스,"52,000",624,"1,755","5,158"
A250060,모비스,"1,865",527,181,34
A095190,이엠코리아,"4,110","1,320","1,791","1,024"
A002690,동일제강,"3,600",540,"1,504","1,042"
A263540,샘코,"8,920",708,624,193
A009470,삼화전기,"25,600","1,693","1,208","2,045"
A195440,퓨전데이타,"10,350",870,264,219
A007610,선도전기,"3,470",625,"1,596","1,116"
A002760,보락,"1,335",800,514,345
A045060,오공,"5,420",624,"1,189","1,499"
A042500,링네트,"4,385",655,874,"1,433"
A900110,이스트아시아홀딩스,540,500,"2,209",987
A191410,육일씨엔에쓰,"6,700",571,"1,385","1,107"
A001210,금호전기,"7,700",537,"3,713","3,777"
A187270,신화콘텍,"5,710",579,888,508
A006740,영풍제지,"3,155",700,"1,270","1,051"
A197210,리드,"1,150",591,564,662
A043220,에이치엘비파워,"1,225",638,655,403
A037760,쎄니트,"1,715",580,"1,462","1,301"
A051780,큐로홀딩스,"1,095",659,743,141
A050860,아세아텍,"3,090",541,"1,021",997
A006890,태경화학,"4,895",568,"1,130",499
A090850,이지웰페어,"6,860",679,761,561
A010470,오리콤,"5,230",601,"1,754","1,604"
A119650,KC코트렐,"5,300",689,"1,633","1,784"
A024900,덕양산업,"1,605",523,"4,030","10,700"
A019990,에너토크,"5,990",584,415,259
A128660,피제이메탈,"2,040",506,788,"1,360"
A258610,이더블유케이,"6,580",486,404,330
A044180,KD건설,190,676,862,225
A004590,한국가구,"35,000",525,"1,004",575
A090410,덕신하우징,"1,600",641,"1,084","1,237"
A256940,케이피에스,"13,850",591,255,95
A123040,엠에스오토텍,"2,990",813,"6,252","7,396"
A046970,우리로,"3,645",850,671,453
A027580,상보,"1,980",538,"1,658","1,334"
A058220,아리온,"1,355","1,052",745,619
A053050,지에스이,"1,660",498,"1,266","1,049"
A109860,동일금속,"8,770",614,"1,221",653
